Recipe title,Subheading,Image (link),Recipe-detail serves,Recipe-detail time,Recipe-detail,Calories,Fat,Saturates,Sugars,Salt,Protein,Carbs,Fibre,Ingred-list,RecipeSteps
Smoked Salmon Rolls | Fish Recipes | Jamie Oliver Recipes,Rolled pancakes with crème fraîche and chives,"https://img.jamieoliver.com/jamieoliver/recipe-database/52uRezUQaWf9Y9T_sZc6PG.jpg?tr=w-800,h-1066","['Serves', '30']",chilling time,“These salmon rolls make great party nibbles – serve them up on a board with a vinaigrette dip ”,81,6.3g,1.7g,0.5g,0.48g,2.8g,3.6g,0.1g,"120                                                                                                                                                                g                                                                                                                                                                plain flour, 180                                                                                                                                                                ml                                                                                                                                                                milk, 8                                                                                                                                                                tablespoons                                                                                                                                                                olive oil, sea salt, freshly ground black pepper, butter                                                                                                                                                                , for frying, 150                                                                                                                                                                ml                                                                                                                                                                crème fraîche, 1                                                                                                                                                                small bunch                                                                                                                                                                fresh chives, 200                                                                                                                                                                g                                                                                                                                                                smoked salmon                                                                                                                                                                , from sustainable sources, ask your fishmonger, 2                                                                                                                                                                tablespoons                                                                                                                                                                lemon juice, 2                                                                                                                                                                large                                                                                                                                                                free-range eggs","These are a kind of sushi-style take on a classic combination of smoked salmon and crème fraîche inside a pancake. You can make them up the day before, keep them in the fridge wrapped in cling film, then slice them up at the last minute. They look great if you serve them up-ended, like sushi-rolls, on a rectangular or square plate with the dip in a little bowl. You could use mustard mayo or even horseradish sauce instead of the vinaigrette dip if you like., Crack the eggs in a mixing bowl, then add the flour to the bowl so it sits in a pile to one side of the eggs. Gently start mixing the eggs with a whisk, then gradually whisk the flour in, little by little, until it’s all incorporated. If it gets a bit thick, add some of the milk to loosen it up. Once all the flour is mixed in, add the rest of the milk, 2 tablespoons of oil and a good pinch of salt. Leave for at least an hour before using., Heat a large non-stick frying pan and melt a knob of butter in it. Pour in a ladleful of batter, swirl the pan around, then pour any loose batter back into the bowl it came from. You should be left with a thin pancake stuck to the pan. Let it cook for a minute or so, flip it over for 30 seconds and then slide it out on to a plate. Repeat until all your batter is used. (It should make about five, so you could use the remainder for breakfast). Let the pancakes cool., Make a rectangle of double thickness cling film about 40cm x 15cm and lay two pancakes on it side by side, slightly overlapping. Spread them with a thin layer of crème fraîche, lay most of the chives on top, season well with pepper and place a layer of smoked salmon over the top. Use the cling film on one of the long sides of the rectangle to roll the pancakes up tightly like a Swiss roll. Re-wrap in cling film and leave for at least half an hour in the fridge to firm up before slicing into inch lengths and serving with a dip made from the rest of the oil, the lemon juice and salt and pepper. Sprinkle with the remaining chives before serving."
"Smoked salmon, eggs & sourdough | Jamie Oliver recipes",A breakfast classic on toast,"https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/506_1_1441272011.jpg?tr=w-800,h-1066","['Serves', '2']",In10 minutes,“A classic breakfast treat sure to get you a smile – smoked salmon and silky scrambled eggs. ”,547,38g,14.1g,1.1g,3.22g,33.7g,19.8g,0.6g,"2                                                                                                                                                                slices                                                                                                                                                                sourdough or crusty white bread, 30                                                                                                                                                                g                                                                                                                                                                butter                                                                                                                                                                , plus a little extra for spreading, 6                                                                                                                                                                large                                                                                                                                                                free-range eggs, 1                                                                                                                                                                                                                    lemon, 4                                                                                                                                                                slices                                                                                                                                                                smoked salmon                                                                                                                                                                , from sustainable sources, ask your fishmonger","Put the bread on to toast., Melt the butter in a small saucepan over a moderate heat until it’s foaming., Whisk the eggs in a bowl and add to the saucepan. Stir the eggs continuously with something flexible like a spatula to get right into the corners, and cook until little pieces of cooked egg are surrounded by soft, smooth and still quite runny egg. The egg will continue to cook even when the heat is turned off, so undercook them slightly and leave them in the pan while you butter your toast., Season the eggs with sea salt and freshly ground black pepper to taste and pour over the toast., Quarter the lemon, then drape the salmon over the eggs and serve it with the lemon wedges. Add plenty of black pepper and serve immediately."
Smoked Salmon and Scrambled Eggs | Fish Recipes | Jamie Oliver Recipes,A posh breakfast or brunch,"https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/486_1_1438962870.jpg?tr=w-800,h-1066","['Serves', '4']",In10 minutes,"“Buttery toasted muffins, silky eggs and salmon… what could be better to start the day? ”",427,24.4g,10g,3.8g,3.15g,24.1g,30.3g,1.8g,"4                                                                                                                                                                large                                                                                                                                                                free-range eggs                                                                                                                                                                , preferably free-range or organic, sea salt, freshly ground black pepper, 4                                                                                                                                                                                                                    muffins                                                                                                                                                                , halved, 20                                                                                                                                                                g                                                                                                                                                                butter                                                                                                                                                                , plus a little extra, 8                                                                                                                                                                slices                                                                                                                                                                smoked salmon                                                                                                                                                                , from sustainable sources, ask your fishmonger, 140                                                                                                                                                                ml                                                                                                                                                                soured cream, 1                                                                                                                                                                small bunch                                                                                                                                                                fresh chives                                                                                                                                                                , finely chopped, 1                                                                                                                                                                                                                    lemon                                                                                                                                                                , quartered","Serve this dish for a classy breakfast or brunch., Crack the eggs into a bowl, whisk them lightly and season them with salt and pepper. Put your muffins in the toaster, ready for action. Melt half the butter in a small saucepan over a medium heat until bubbling, then tip the eggs in. Stir continuously with a wooden spoon, getting right into the edges. Cook until the runny egg starts to thicken., Turn the heat off when the eggs are still slightly undercooked – they will keep on cooking in the warm pan while you're toasting and buttering your muffins. Stir the rest of the butter into the eggs. Place the buttered muffin halves on individual plates and cover each one with a spoonful of scrambled egg. Drape a slice of salmon over each muffin half, dollop some soured cream on top and sprinkle with chopped chives and a twist of black pepper., Serve with your lemon wedges and a nice cup of tea – or a glass of something fizzy., Tip: To make things easier, toast your muffins first and keep them warm in the oven."
Salmon & couscous | Fish recipes | Jamie Oliver recipes,"With chilli, courgette & asparagus","https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/478_1_1439307960.jpg?tr=w-800,h-1066","['Serves', '1']",In20 minutes,"“This super-fresh salmon and couscous salad is a tasty, wholesome and quick dinner. ”",452,32.6g,5.2g,10g,1.25g,29.7g,10.1g,3.1g,"75                                                                                                                                                                g                                                                                                                                                                couscous, 1                                                                                                                                                                small                                                                                                                                                                courgette, 1                                                                                                                                                                handful of                                                                                                                                                                asparagus, 1                                                                                                                                                                                                                    fresh red chilli, 2                                                                                                                                                                                                                    ripe tomatoes, a few                                                                                                                                                                                                                    sprigs of fresh coriander, 1 x 120                                                                                                                                                                g                                                                                                                                                                salmon fillet                                                                                                                                                                , skin on, scaled, pin-boned, from sustainable sources, extra virgin olive oil, ½ a                                                                                                                                                                                                                    lemon, 1                                                                                                                                                                tablespoon                                                                                                                                                                fat-free natural yoghurt","Pop the couscous into a bowl, just cover with boiling water, put a plate on top and leave for 10 minutes to do its thing., Slice the courgette into batons, snap the woody ends from the asparagus and deseed and finely chop the chilli., Roughly chop the tomatoes, then pick and roughly chop the coriander leaves, discarding the stalks., Slice the salmon into finger-sized strips, drizzle with olive oil, then season with pepper and a small pinch of sea salt., Heat a small non-stick frying pan over a medium heat, add the salmon, then scatter over the courgette and chilli. Cook for 2 minutes, turning the salmon halfway., Stir the tomatoes, lemon juice, 1 tablespoon of oil and the chopped coriander into the couscous, then season to taste with salt and black pepper., Carefully remove the salmon strips to a plate, then add the couscous to the veg left in the pan. Toss and mix together, then place the salmon strips on top of the couscous. Cover with a lid or some tin foil and place back on a high heat for 1 final minute, or until the fish is beautifully cooked., To serve, slide everything onto a plate, spoon over the yoghurt, then tuck in."
Roast salmon salad | Fish recipes | Jamie Oliver recipes,"fresh greens, spuds & garlicky yoghurt","https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/455_1_1438703685.jpg?tr=w-800,h-1066","['Serves', '4']",cooling time,“The super-fresh flavours in this salmon salad were made for each other – a beautiful summer lunch! ”,328,13.7g,2.4g,7.8g,1.05g,27.1g,25.2g,2.1g,"450                                                                                                                                                                g                                                                                                                                                                new potatoes, 150                                                                                                                                                                g                                                                                                                                                                green beans, 4 x 200                                                                                                                                                                g                                                                                                                                                                salmon fillets                                                                                                                                                                , skin off, pin-boned, from sustainable sources, ask your fishmonger, olive oil, 2                                                                                                                                                                                                                    lemons, 1                                                                                                                                                                clove of                                                                                                                                                                garlic, 250                                                                                                                                                                g                                                                                                                                                                fat-free natural yoghurt, 1                                                                                                                                                                pinch of                                                                                                                                                                cayenne pepper, 1                                                                                                                                                                bunch of                                                                                                                                                                watercress, 1                                                                                                                                                                sprig of                                                                                                                                                                fresh mint, 1                                                                                                                                                                sprig of                                                                                                                                                                fresh basil","Preheat the oven to 200ºC/400ºF/gas 6., Cook the potatoes in a pan of boiling salted water for 15 to 20 minutes, or until tender, adding the beans for the final few minutes, or until cooked to your liking. Drain and leave to cool., Rub the salmon pieces with a little oil, a squeeze of lemon juice and a little zest (saving some for dressing), and a pinch of sea salt and black pepper., Roast for 15 to 20 minutes, or until just cooked through, then leave to cool slightly., Peel, then grate the garlic into the yoghurt and season with salt and pepper, a little lemon juice and the cayenne pepper., Dress the potatoes and green beans in a little salt and pepper, lemon juice and zest, and olive oil. Toss together with the watercress and picked herb leaves, then divide between plates., Break the cooked salmon up and place on the dressed beans and potatoes. Serve with a spoonful of the garlicky yoghurt dolloped on top."
Salmon Tikka | Fish Recipes | Jamie Oliver Recipes,,"https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/431_1_1436880064.jpg?tr=w-800,h-1066","['Serves', '2']",In15 minutes,,688,30.0g,4.7g,7.3g,,52.1g,50.8g,,"2                                                                                                                                                                                                                    naan breads, 1                                                                                                                                                                                                                    fresh red chilli, ½                                                                                                                                                                                                                    cucumber, 1                                                                                                                                                                                                                    lemon, 4                                                                                                                                                                tablespoons                                                                                                                                                                natural yoghurt, a few                                                                                                                                                                sprigs                                                                                                                                                                fresh coriander, 2 x 200                                                                                                                                                                g                                                                                                                                                                salmon filets                                                                                                                                                                , from sustainable sources, ask your fishmonger, skin on, scaled and bones removed, 1                                                                                                                                                                heaped tablespoon                                                                                                                                                                Patak's tandoori curry paste, olive oil","Preheat your oven to 110°C/225°F/gas ¼. Pop your naan breads into the oven to warm through. Halve, deseed and finely chop your chilli. Peel and halve your cucumber lengthways, then use a spoon to scoop out and discard the seeds. Roughly chop the cucumber and put most of it into a bowl. Halve your lemon and squeeze the juice from one half into the bowl. Add the yoghurt, a pinch of sea salt and black pepper and half the chopped chilli.

Pick the coriander leaves and put to one side. Slice each salmon fillet across lengthways into three 1.5cm wide slices. Spoon the heaped tablespoon of tandoori paste into a small dish, then use a pastry brush or the back of a spoon to smear the tandoori paste all over each piece (don’t dip your pastry brush into the jar!). Heat a large frying pan over a high heat., Once hot, add a lug of olive oil, put the salmon into the pan and cook for about 1½ minutes on each side, until cooked through. Place a warmed naan bread on each plate. Top each one with a good dollop of cucumber yoghurt and 3 pieces of salmon. Scatter over a little of the reserved cucumber, chilli and coriander leaves and finish with a squeeze of lemon juice."
Smoked Salmon Potato Salad | Fish Recipes | Jamie Oliver Recipes,"A beautifully simple salad, lovely for summer","https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/415_1_1436874729.jpg?tr=w-800,h-1066","['Serves', '4']",In40 minutes,"“This salmon and potato salad is an absolute winning combo, and all the better with crusty bread! ”",400,20.1g,11.1g,3.0g,,29.4g,23.6g,,"600                                                                                                                                                                g                                                                                                                                                                new potatoes                                                                                                                                                                , washed, 1                                                                                                                                                                                                                    lemon                                                                                                                                                                , zest and juice of, 1                                                                                                                                                                splash                                                                                                                                                                red wine vinegar, extra virgin olive oil, 2                                                                                                                                                                tablespoons                                                                                                                                                                capers                                                                                                                                                                , soaked and drained, 3                                                                                                                                                                cm piece                                                                                                                                                                fresh horseradish                                                                                                                                                                , peeled, or grated horseradish from a jar, to taste, 150                                                                                                                                                                ml                                                                                                                                                                crème fraîche, 1                                                                                                                                                                small bunch                                                                                                                                                                fresh dill or fennel tops                                                                                                                                                                , roughly chopped, 400                                                                                                                                                                g                                                                                                                                                                sliced smoked salmon                                                                                                                                                                , from sustainable sources, ask your fishmonger","Pick out the larger potatoes and halve them, making them roughly the same size as the smaller ones. Put all the potatoes into a pan of boiling salted water. Boil for 15 to 20 minutes, or until the potatoes are just cooked, and drain in a colander., Put the lemon zest and half the lemon juice into a bowl and add the vinegar. Normally, when making a dressing, I stick to one type of acid, but in this case using vinegar and lemon juice together gives the dish a lovely zinginess. Pour in three times as much olive oil as vinegar, and add the capers. Season the dressing with salt and pepper. Mix everything well, then add the warm potatoes and toss around until they are all well coated., Finely grate the horseradish into a bowl – be confident with the amount you use as you need the heat to go with the salmon and potatoes – and mix it into the crème fraîche with the remaining lemon juice and some salt and pepper. Sprinkle most of the dill or fennel over the cooked potatoes and toss again., Lay your smoked salmon out on a big plate or platter. Don’t be too neat – I want you to make it look rustic! Just pinch it up here and there so that it looks wavy and pile the dressed potatoes on top. Dollop over the horseradish crème fraîche, drizzle with some olive oil and sprinkle over the rest of the dill or fennel. Served with a glass of wine and some nice bread, this makes a delicious lunch."
Smoked Salmon and Potato Cakes | Fish Recipes | Jamie Oliver Recipes,Perfect for a lazy brunch,"https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/414_36_1434038614.jpg?tr=w-800,h-1066","['Serves', '2']",chilling time,"“These crispy, grated potato cakes are an absolute dream topped with the soft-boiled eggs ”",342,16.3g,7.5g,1.8g,,17.9g,29.1g,,"330                                                                                                                                                                g                                                                                                                                                                Desirée potatoes                                                                                                                                                                , peeled, 2                                                                                                                                                                                                                    spring onions                                                                                                                                                                , finely sliced, sea salt, freshly ground black pepper, 1                                                                                                                                                                heaped tablespoon                                                                                                                                                                plain flour, 1                                                                                                                                                                small knob                                                                                                                                                                butter, 2                                                                                                                                                                                                                    free-range eggs, 3                                                                                                                                                                slices                                                                                                                                                                good-quality smoked salmon                                                                                                                                                                , from sustainable sources, ask your fishmonger, 2                                                                                                                                                                heaped teaspoons                                                                                                                                                                soured cream, 1                                                                                                                                                                bunch                                                                                                                                                                fresh chives                                                                                                                                                                , finely chopped","Boil the potatoes in salted water until just cooked. Drain well and, when cool enough to handle, grate on the coarse side of a cheese grater into a mixing bowl. Add the spring onions, seasoning, flour and half the butter and mix well. Divide into 4 equal balls and pat into flat rounds. Leave covered in the fridge overnight if you can., Heat a non-stick frying pan over a moderate heat and add the rest of the butter. Gently fry the potato cakes, 2 at a time, for 2 to 3 minutes each side until light brown and heated through. Keep warm., Meanwhile, soft boil the eggs for 4 minutes – this recipe works best with runny yolks. Arrange a couple of potato cakes on each plate and top with smoked salmon. Shell the eggs and place on top. Spoon soured cream over the eggs and sprinkle over the chives. Season well."
Pan Roasted Salmon | Fish Recipes | Jamie Oliver Recipes,Simple salmon with a tangy twist,"https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/375_1_1438763662.jpg?tr=w-800,h-1066","['Serves', '4']",In15 minutes,“Roasting salmon really brings out the rich flavour and texture – perfect with the tasty herby sauce ”,570,38.4g,6.3g,2.6g,,50.5g,3.5g,,"For the anchovy-rosemary sauce, 1                                                                                                                                                                sprig                                                                                                                                                                fresh rosemary                                                                                                                                                                , leaves picked and very finely chopped, 10                                                                                                                                                                                                                    good-quality anchovy fillets in oil                                                                                                                                                                , drained and roughly chopped, 1                                                                                                                                                                                                                    lemon                                                                                                                                                                , juice of, extra virgin olive oil, freshly ground black pepper, For the salmon, 4 x 200                                                                                                                                                                g                                                                                                                                                                salmon fillets                                                                                                                                                                , from sustainable sources, ask your fishmonger, pinboned, olive oil, sea salt, freshly ground black pepper, 500                                                                                                                                                                g                                                                                                                                                                purple sprouting broccoli","Preheat your oven to 200ºC/400ºF/gas 6, then make your anchovy-rosemary sauce. Pound the rosemary in a pestle and mortar until you have a paste. Add the anchovy fillets and pound again until the paste is dark green. Now add the lemon juice, a couple of lugs of olive oil and some pepper, and mix together until you have a sauce with a good drizzling consistency., Get a large, ovenproof, non-stick frying pan hot. Pat the salmon fillets with a little olive oil, season them with salt and pepper and cook them in the pan, skin-side down, for 2 minutes. Flip them over, then place the pan in the preheated oven for another 3 to 4 minutes, depending on the thickness of the fillets and the way they’ve been sliced., Just after the salmon goes into the oven, put your broccoli into some boiling, salted water for 3 to 4 minutes until perfectly cooked., To check if the fish is cooked all the way through, you can pull the fillets apart a little bit and look inside. Salmon goes from being an orangey colour to an opaque pink, so that’s what you’re looking for. Please do not overcook them, because, as simple as this dish sounds, it’s your mission to ‘just’ cook the fish so you’re rewarded with a soft inside and a slightly crispy outside – heaven!, When the broccoli’s perfectly done, drain it, toss it in a little of the anchovy-rosemary sauce and divide it between your plates. Place a salmon fillet on top of each and drizzle with some more sauce."
Hot Smoked Salmon | Fish Recipes | Jamie Oliver Recipes,Delicious served with new potatoes & a green salad,"https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/272_1_1436801762.jpg?tr=w-800,h-1066","['Serves', '2']",In20 minutes,“Just imagine how impressed your mates will be when you tell 'em you smoked the salmon yourself ”,793,62.3g,10.6g,8.8g,,44.2g,9.9g,,"1                                                                                                                                                                sprig of                                                                                                                                                                fresh rosemary, a few                                                                                                                                                                sprigs of                                                                                                                                                                fresh sage, 2 x 200                                                                                                                                                                g                                                                                                                                                                wild or organic salmon fillets                                                                                                                                                                , from sustainable sources, ask your fishmonger, skin on, olive oil, 1                                                                                                                                                                                                                    lime                                                                                                                                                                 , halved, a few                                                                                                                                                                whole                                                                                                                                                                coriander leaves, For the chilli salsa, 1-2                                                                                                                                                                                                                    fresh red chillies                                                                                                                                                                , deseeded and finely chopped, 2-3                                                                                                                                                                medium-sized                                                                                                                                                                ripe tomatoes                                                                                                                                                                , deseeded and diced, ½                                                                                                                                                                                                                    cucumber                                                                                                                                                                , peeled and finely diced, 1                                                                                                                                                                                                                    lime                                                                                                                                                                , juice of, 2                                                                                                                                                                                                                    spring onions                                                                                                                                                                , trimmed and finely sliced, 1                                                                                                                                                                small handful                                                                                                                                                                coriander leaves                                                                                                                                                                , picked and chopped, 1                                                                                                                                                                                                                    ripe avocado                                                                                                                                                                , stoned, peeled and chopped, extra virgin olive oil","Get yourself a biscuit tin and place a handful or two of wood shavings into the tin, followed by your rosemary and sage sprigs. Place your wire rack in the tin, so it sits about halfway down, or bend some chicken wire to fit. Carefully pierce the lid of the tin five or six times with a screwdriver., Most salmon fillets come around the same size and thickness, so their cooking times are similar. Sprinkle the salmon fillets with salt and rub with a drizzle of olive oil. Then lay them skin side down on top of the wire (this acts like a grill rack) and put the lid on the tin., Place it on the hob, over a medium heat, and cook for 8 to 10 minutes. After a couple of minutes it will start to smoke a bit., While the fish is cooking, mix all the salsa ingredients together – you can go as light or as heavy on the chillies as you like. When the fish is ready, turn the heat off and leave it to sit for 3 minutes before opening the tin. This will allow any residual smoke and heat to penetrate the fish., Lift the salmon fillets out and place on to individual serving plates. Spoon over some chilli salsa and sprinkle with your whole coriander leaves., Drizzle over some extra virgin olive oil and serve with the lime halves and the rest of the salsa in a little bowl. Lovely with some new potatoes and a green salad for lunch."
