Recipe title,Subheading,Image (link),Recipe-detail serves,Recipe-detail time,Recipe-detail,Calories,Fat,Saturates,Sugars,Salt,Protein,Carbs,Fibre,Ingred-list,RecipeSteps
Butternut squash soup recipe | Jamie Oliver soup recipes,With the best Parmesan croutons,"https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/579_1_1436891438.jpg?tr=w-800,h-1066","['Serves', '8']",In55 minutes,"“A totally delicious spiced squash soup, served with mega cheese on toast for dunking.  ”",266,7.8g,2g,17.6g,3.13g,9.3g,43.5g,7.6g,"2                                                                                                                                                                                                                    red onions, 2                                                                                                                                                                                                                    carrots, 4                                                                                                                                                                cloves                                                                                                                                                                garlic, 2                                                                                                                                                                sticks of                                                                                                                                                                celery, ½ - 1                                                                                                                                                                                                                    fresh red chilli, 2                                                                                                                                                                sprigs                                                                                                                                                                fresh rosemary, olive oil, 16                                                                                                                                                                                                                    fresh sage leaves, 2                                                                                                                                                                kg                                                                                                                                                                butternut squash, onion squash or musque de Provence, 2                                                                                                                                                                litres                                                                                                                                                                organic chicken or vegetable stock, extra virgin olive oil, CROUTONS, extra virgin olive oil, 16                                                                                                                                                                slices of                                                                                                                                                                ciabatta bread, Parmesan cheese","Peel and finely chop the onions, carrots and garlic, then trim and finely chop the celery. Deseed and finely chop the chilli. Pick and finely chop the rosemary., Heat a couple of lugs of olive oil in a large saucepan over a medium heat, add the sage leaves and fry for 30 seconds, or until crisp, then remove to kitchen paper., Place the pan of flavoured oil back on the heat, add the onion, carrot, garlic, celery, chilli, rosemary and a good pinch of sea salt and black pepper, then cook gently for 10 minutes, or until sweet and soft., Meanwhile, halve, deseed and rough chop the squash. When the time's up, add the squash and stock to the pan. Bring to the boil and simmer for 30 minutes., For the croutons, drizzle a little olive oil over the ciabatta, pat it in, then finely grate and press some grated Parmesan on to each side. Place in a dry, non-stick pan and fry until golden on both sides., When the squash is tender, whiz the soup with a stick blender or pour it into a blender and pulse to a smooth purée – leave it slightly chunky, if you prefer., Season to perfection with salt and pepper, then divide between bowls, placing 2 croutons on top of each., Sprinkle with a few crispy sage leaves and drizzle with a swirl of quality extra virgin olive oil, then serve."
Laksa Soup | Vegetables Recipes | Jamie Oliver Recipes,"With chilli, ginger and coconut","https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/539_1_1438704651.jpg?tr=w-800,h-1066","['Serves', '4']",In1 hour,“Spice and heat work so well in a butternut squash soup – I'm loving this Malaysian-style twist ”,540,25.3g,12.5g,17.4g,1.90g,8.6g,69.4g,5.6g,"1                                                                                                                                                                                                                    butternut squash, 1                                                                                                                                                                                                                    dried red chilli, sea salt, freshly ground black pepper, olive oil, 2-3                                                                                                                                                                                                                    fresh red chillies                                                                                                                                                                , deseeded, 3                                                                                                                                                                cloves                                                                                                                                                                garlic, 1                                                                                                                                                                thumb-sized piece                                                                                                                                                                fresh ginger                                                                                                                                                                , peeled, 1                                                                                                                                                                large bunch                                                                                                                                                                fresh coriander                                                                                                                                                                , leaves picked, stalks reserved, 1                                                                                                                                                                tablespoon                                                                                                                                                                sesame oil, 2                                                                                                                                                                                                                    limes                                                                                                                                                                , zested and halved, 2                                                                                                                                                                tablespoons                                                                                                                                                                fish sauce, 800                                                                                                                                                                ml                                                                                                                                                                unsweetened light coconut milk, 300                                                                                                                                                                ml                                                                                                                                                                organic chicken stock, 200                                                                                                                                                                g                                                                                                                                                                rice noodles, 1                                                                                                                                                                                                                    red chilli                                                                                                                                                                , deseeded and sliced, optional, cress                                                                                                                                                                , to serve, optional","Spice things up with this delicious Malay dish., Preheat the oven to 180°C/350°F/gas 4. Halve the squash, deseed, then cut into 8 slices or chunks (skin on) and put into a roasting tray. Bash up the dried chilli and a pinch of salt in a pestle and mortar. Sprinkle over the squash, drizzle with olive oil and bake for 40 minutes., Finely chop or whiz the chillies, garlic, ginger and coriander stalks in a food processor. Add the sesame oil, lime juice, zest and fish sauce and whiz to a thin paste., Heat a large pan or wok. Pour in 2 tablespoons of olive oil and quickly stir in the paste. Cook for about a minute before adding the coconut milk and chicken stock., Turn the heat down and simmer for about 15 minutes. Taste – you may need to add fish sauce, lime juice or a bit of salt and pepper., Add the noodles to the soup, simmer for a few minutes, then divide between 4 bowls. Break over 2 pieces of squash. If you like, top with sliced red chilli and cress., Tip: For a quick fix, use a good laksa paste instead of making your own."
Squash & Ricotta Bake | Pasta Recipes | Jamie Oliver Recipes,An indulgent veggie pasta treat,"https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/538_1_1436889976.jpg?tr=w-800,h-1066","['Serves', '4']",20 minutes,“This creamy butternut squash pasta bake is really simple to whip up and full of flavour ”,793,23.7g,9.2g,22.4g,2.47g,31.6g,121.7g,10.1g,"1                                                                                                                                                                                                                    butternut squash                                                                                                                                                                , peeled, deseeded and chopped into 2.5cm pieces, olive oil, 2                                                                                                                                                                cloves of                                                                                                                                                                garlic                                                                                                                                                                , peeled and finely sliced, 1                                                                                                                                                                bunch of                                                                                                                                                                fresh basil                                                                                                                                                                , leaves picked, stalks finely chopped, 1 x 400                                                                                                                                                                g tins of                                                                                                                                                                chopped tomatoes, sea salt, 500                                                                                                                                                                g                                                                                                                                                                dried penne, freshly ground black pepper, 3                                                                                                                                                                tablespoons                                                                                                                                                                ricotta cheese, 750                                                                                                                                                                ml                                                                                                                                                                organic vegetable stock, 150                                                                                                                                                                g                                                                                                                                                                mozzarella ball, 1                                                                                                                                                                handful                                                                                                                                                                 Parmesan cheese                                                                                                                                                                , freshly grated, 2                                                                                                                                                                sprigs                                                                                                                                                                fresh sage                                                                                                                                                                , leaves picked","Preheat your oven to 200°C/400°F/gas 6. Place the squash on a baking tray, drizzle with olive oil and pop in the hot oven for around 15 minutes, or until tender., Pour a couple of lugs of olive oil into a large frying pan, add the garlic and basil stalks and fry for a couple of minutes. Add your tomatoes to the pan, breaking them up with a wooden spoon and bring to the boil. Drop in the roasted squash, bring to the boil, then simmer for 10 minutes., Meanwhile, bring a large pot of salted water to the boil, add the penne and cook for a couple of minutes less than it says on the packet. Drain, then toss with the sauce., Tear up the basil leaves and sprinkle into the pan with some salt and pepper. Stir in the ricotta and the stock, then bring back to the boil., Rub a large baking tray, ovenproof pan or earthenware dish with olive oil and spoon in all the pasta and sauce. Tear over the ball of mozzarella and top with the Parmesan. Rub the sage leaves with a little olive oil and put on top., Pop it into the preheated oven and bake for 15 minutes or until golden and bubbling. Serve with a crisp green salad., Tip: If you're a chilli freak like me, try adding a chopped fresh chilli to your tomato sauce."
Spicy roasted Squash | Vegetables recipes | Jamie Oliver recipes,With smoky bacon,"https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/532_36_1434039061.jpg?tr=w-800,h-1066","['Serves', '6']",In40 minutes,"“Roasted with smoky bacon and garlic, this spicy squash dish is brilliantly simple, but packs a punch on the flavour front – a perfect side to any roast, or super-tasty as part of an antipasto spread, or torn over a salad. ”",116,5.1g,1.3g,7.6g,0.96g,4.7g,14.6g,2.9g,"1                                                                                                                                                                                                                    butternut squash                                                                                                                                                                , (1.2kg), 1                                                                                                                                                                heaped tablespoon                                                                                                                                                                coriander seeds, 1-2                                                                                                                                                                small                                                                                                                                                                 dried red chillies                                                                                                                                                                , (to taste), 4                                                                                                                                                                cloves of                                                                                                                                                                garlic, 3                                                                                                                                                                sprigs of                                                                                                                                                                fresh rosemary, 6                                                                                                                                                                rashers of                                                                                                                                                                higher-welfare smoked back bacon, olive oil","Preheat the oven to 200°C/400°F/gas 6., Scrub, halve and deseed the squash, then cut into chunky boat-shaped wedges (quite frankly, it doesn’t matter if you hack it up as long as the pieces are roughly the same shape), then place in a roasting tray., Pound the coriander seed and chilli(es) in a pestle and mortar with a pinch of sea salt, then sprinkle over the squash., Lightly squash the unpeeled garlic cloves and strip the leaves from the rosemary sprigs, then add to the tray with the bacon and 1 tablespoon of oil and toss together., Arrange the bacon over some of the wedges of squash, then roast for 30 minutes, or until tender and starting to caramelise at the edges."
Squash & Beef Carpaccio | Beef Recipe | Jamie Oliver Recipes,With a gorgeous mustardy dressing,"https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/471_1_1436883518.jpg?tr=w-800,h-1066","['Serves', '6']",25 minutes,"“""Searing the meat slightly gives this beef carpaccio amazing colour and flavour."" ”",412,23.9g,5.4g,11.6g,1g,24.7g,26.9g,4g,"1                                                                                                                                                                                                                    butternut or onion squash                                                                                                                                                                , (1.2kg), olive oil, 1                                                                                                                                                                teaspoon                                                                                                                                                                fennel seeds, 1                                                                                                                                                                teaspoon                                                                                                                                                                coriander seeds, 1                                                                                                                                                                teaspoon                                                                                                                                                                dried red chilli flakes, 1                                                                                                                                                                pinch of                                                                                                                                                                ground cinnamon, 150                                                                                                                                                                g                                                                                                                                                                vac-packed chestnuts, 3                                                                                                                                                                 sprigs of                                                                                                                                                                fresh rosemary, 600                                                                                                                                                                g piece of                                                                                                                                                                centre beef fillet                                                                                                                                                                , in one piece, 1                                                                                                                                                                heaped tablespoon                                                                                                                                                                Dijon mustard, extra virgin olive oil, 2                                                                                                                                                                                                                    lemons, 6                                                                                                                                                                handfuls of                                                                                                                                                                mixed salad leaves, such as mustard cress, radicchio, watercress, Parmesan cheese","Preheat the oven to 190°C/375°F/gas 5., Halve the squash and scoop out the seeds. Pick through them and save a small handful, discarding the rest and picking off all the fleshy pulp. Add them to a small pan with a lug of olive oil and fry until golden. Keep to one side., In a pestle and mortar, bash the fennel and coriander seeds and dried chilli flakes with 1 teaspoon of sea salt and a pinch of black pepper until fine., Cut the squash halves into wedges and add to a roasting tray. Tip over the spices, then scatter over the cinnamon. Crumble the chestnuts directly into the tray, then drizzle lightly with olive oil. Toss to coat., Roast in the oven to cook for 30 to 45 minutes, or until beautiful, golden, and soft when you pinch it., When the squash is done, sprinkle over a little salt from a height and carefully tip the golden seeds into the tray, leaving the oil behind in the pan., Pick the rosemary leaves onto a board with a good pinch of salt and pepper and finely chop it all together. Roll the beef about on the board until it’s well coated in the rosemary., Return the pan of oil to a high heat, and once its screaming hot, add the beef. Sear it for 1 to 1½ minutes, so it browns, then turn it over and do the same on the other side. Remember you’re just searing it to get a bit of colour on the outside, not cooking it – it should be blue in the middle., Meanwhile, make the dressing. Add the mustard, 6 tablespoons of extra virgin olive oil and the lemon juice to a bowl or mortar and mix well. Have a little taste and check the seasoning then put aside., With a really sharp knife, slice the beef up as thinly as you can without hacking it up or ruining it! Go thicker to do it nicely if you need to. Use the back of a knife to carefully flatten out each slice of beef, then transfer them to a large platter., Sprinkle with a little salt, as the seasoning won’t have got through to the centre of the beef. Arrange the squash pieces over the top, then crumble over the roasted chestnuts and scatter over the seeds., Drizzle everything with a bit dressing (save any leftovers for another day), then lightly dress the salad leaves and pop these on the top. Take it to the table with a block of Parmesan for shaving over."
Butternut squash recipe | Jamie Oliver recipes,"With a spicy chilli, sage and cinnamon kick","https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/470_1_1438244859.jpg?tr=w-800,h-1066","['Serves', '4']",In50 minutes,"“Enjoy this Italian-style roasted butternut squash as a side dish or chuck into salad, pasta or soup ”",117,3g,0.4g,11.3g,0.78g,3g,21.3g,4g,"1                                                                                                                                                                large                                                                                                                                                                butternut squash, 1                                                                                                                                                                                                                    dried red chilli, sea salt, freshly ground black pepper, 1                                                                                                                                                                large handful                                                                                                                                                                fresh sage leaves, 1                                                                                                                                                                stick                                                                                                                                                                cinnamon                                                                                                                                                                , broken into pieces, olive oil","Over the years I’ve seen roasted squash cooked in many ways and I’ve got to say this particular way is one of my favourites. Even though it’s very Tuscan in style, the flavours remind me of English chutney recipes that I’ve come across in old cookbooks. When roasted like this, the squash is wonderful eaten as part of an antipasti plate, or in soups, or tossed with pasta, or with meat. Other types of squash that are great for roasting are onion squash (which has a dense orange skin) and acorn squash (which has an orangey-grey skin and is a bit more squashed than round). Ask your local fruit and veg man for guidance if you’re not sure.

Preheat your oven to 180°C/350°F/gas 4. Halve the butternut squash, remove and reserve the seeds, then cut the squash into slices or chunks with the skin left on. Using a pestle and mortar, or a metal bowl with a rolling pin, bash up the dried red chilli with a good pinch of salt. Add the whole sage leaves, the pieces of cinnamon and enough olive oil to loosen the mixture, and rub the whole lot over all the squash pieces so they are well covered., Place the squash in one layer in a roasting tray and season lightly with salt and pepper. Sprinkle over the seeds, cover tightly with tin foil and bake for 30 minutes, or until the skin of the squash is soft, then remove the foil and cook for another 10 minutes until the squash is golden and crisp. Remove the cinnamon and tuck in!"
Chicken & Butternut Squash | Chicken Recipes | Jamie Oliver Recipes,A beautiful roast for one,"https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/464_36_1436883015.jpg?tr=w-800,h-1066","['Serves', '1']",In45 minutes,“A roast dinner is too good to save for Sundays – this roast chicken rocks any day of the week ”,370,11.1g,2.9g,10g,3.26g,51.7g,18.6g,3.4g,"1                                                                                                                                                                                                                    higher-welfare chicken breast, ½                                                                                                                                                                                                                    fresh red chilli, 2                                                                                                                                                                sprigs                                                                                                                                                                fresh marjoram or oregano, 1                                                                                                                                                                pinch                                                                                                                                                                sea salt, 1                                                                                                                                                                pinch                                                                                                                                                                freshly ground black pepper, 1                                                                                                                                                                medium                                                                                                                                                                butternut squash, a little                                                                                                                                                                                                                    single cream, grated nutmeg, salt, pepper, olive oil","Preheat the oven to 200°C/400°F/gas 6. Put 1 chicken breast, with its skin left on, in a bowl. Deseed and slice up half a fresh red chilli and add to the bowl with the leaves from a couple of sprigs of fresh marjoram or oregano and a pinch of sea salt and freshly ground black pepper. Toss together. Very carefully cut a medium butternut squash into quarters. Remove the seeds and slice one quarter of the squash as finely as you can. Place the chicken breast and flavourings from the bowl into the tray and snugly fit your squash slices around the chicken. Carefully pour a little single cream around the squash (not on the chicken). Season with grated nutmeg and salt and pepper then drizzle with some olive oil and cook in the middle of the oven for 25 to 35 minutes."
Butternut Squash Risotto | Rice Recipes | Jamie Oliver Recipes,"Cosy, winter comfort food","https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/456_1_1438703750.jpg?tr=w-800,h-1066","['Serves', '6']",35 minutes,"“When it's cold out, this beautiful, colourful butternut squash risotto is like a big, warm hug  ”",729,35.6g,18.3g,11.8g,3.57g,19.2g,76.4g,5.6g,"1                                                                                                                                                                                                                    basic risotto recipe, 1                                                                                                                                                                                                                    butternut squash, 1                                                                                                                                                                level tablespoon                                                                                                                                                                coriander seeds, 2                                                                                                                                                                small                                                                                                                                                                dried chillies, sea salt, freshly ground black pepper, olive oil, 12                                                                                                                                                                slices                                                                                                                                                                higher-welfare pancetta or dry-cured smoky bacon, 100                                                                                                                                                                g                                                                                                                                                                chestnuts                                                                                                                                                                , vac-packed is fine, 1                                                                                                                                                                bunch                                                                                                                                                                fresh sage                                                                                                                                                                , leaves picked, 6                                                                                                                                                                heaped tablespoons                                                                                                                                                                mascarpone cheese                                                                                                                                                                , optional","Preheat your oven to 190°C/375°F/gas 5. Carefully cut your butternut squash in half and scoop out the seeds. Put these to one side. Cut the squash lengthways into 0.5cm/¼ inch slices. Bash up your coriander and chillies with a pinch of salt and pepper in a pestle and mortar (or use a metal bowl and the end of a rolling pin). Dust this over your squash with a tablespoon of olive oil. Toss around until completely coated. Line up snugly in a roasting tray and bake for around 30 minutes until the flesh and skin are soft to the touch. Now get all your ingredients ready and start making your basic risotto., Remove the squash from the oven and lay your pancetta over it. Mix the squash seeds, chestnuts and sage leaves with a little olive oil, salt and pepper. Sprinkle over the squash and pancetta and place back in the oven for about 5 to 10 minutes until the pancetta is crisp., Once the squash has cooled down a little, shake off the pancetta and chestnuts and finely chop the squash – it will be quite mushy but that’s fine. I go for half of it fine and half chunky. Add this to the risotto at the end of Stage 3. Carry on as normal through the basic recipe, season to taste and serve with the pancetta, chestnuts, sage leaves and squash seeds sprinkled over the top., Lovely served with a big dollop of mascarpone cheese on the side., Try this: Place a grater and a block of Parmesan cheese in the middle of the table so that everyone can help themselves."
Pumpkin Pie Recipe | Vegetables Recipes | Jamie Oliver Recipes,My twist on the spicy American classic,"https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/425_1_1441789354.jpg?tr=w-800,h-1066","['Serves', '8']",In40 minutes,“I've swapped the pumpkin for butternut squash – much easier to get hold of and just as tasty ”,504,27.1g,9.9g,27.9g,,8.5g,55.6g,,"500                                                                                                                                                                g                                                                                                                                                                ready-made dessert pastry, 1                                                                                                                                                                large                                                                                                                                                                butternut squash                                                                                                                                                                , quartered and seeds reserved, ¼                                                                                                                                                                teaspoon                                                                                                                                                                ground nutmeg, ¼                                                                                                                                                                teaspoon                                                                                                                                                                ground ginger, ¼                                                                                                                                                                teaspoon                                                                                                                                                                ground cinnamon, 4                                                                                                                                                                tablespoons                                                                                                                                                                maple syrup, 6                                                                                                                                                                tablespoons                                                                                                                                                                caster sugar, 3                                                                                                                                                                large                                                                                                                                                                free-range eggs                                                                                                                                                                , beaten, 200                                                                                                                                                                ml                                                                                                                                                                double cream","Preheat the oven to 200ºC/400ºF/gas 6. Roll the pastry to the thickness of a pound coin. Get a 22cm loose-bottomed tart tin, line with the pastry and bake blind for 20 minutes. Set aside., Lay the squash in a baking tray. Sprinkle with the nutmeg, ginger and cinnamon and drizzle with the maple syrup. Cover the tray tightly with a double layer of tinfoil and bake for 45 minutes until soft. Reduce the oven to 180ºC/350ºF/gas 4., Allow the pieces of squash to cool, then scoop out the flesh. You should have about 600g of cooked squash flesh. Don't forget to scrape out the bits in the tray and the maple syrup. Put in a food processor and whiz until smooth. Transfer to a bowl. Add 2 tablespoons of the sugar and the eggs. Mix well and stir in the cream., Fill the cooled tart case with the mix and bake for 45 minutes. Meanwhile, wash the stringy bits of squash off the seeds, dry them and lay them flat on a tray. Sprinkle with the remaining sugar and place in the oven with the pie for the last 10 minutes until crispy., Remove the tart from the oven. Sprinkle with the seeds when cool. Serve with cream or ice cream, if you're feeling naughty."
Pot-roasted Shoulder of Lamb | Lamb Recipes | Jamie Oliver Recipes,With a coriander and rosemary rub,"https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/412_1_1438868006.jpg?tr=w-800,h-1066","['Serves', '6']",20 minutes,"“The rub really gets into the lamb with this one, and it's fantastic with the spicy, sweet squash ”",530,30.3g,12.8g,13.3g,,28.9g,32.9g,,"1                                                                                                                                                                                                                    quality shoulder of lamb                                                                                                                                                                , deboned and untied, 1                                                                                                                                                                dessertspoon                                                                                                                                                                coriander seeds, 1                                                                                                                                                                small handful                                                                                                                                                                fresh rosemary                                                                                                                                                                , leaves picked, sea salt, freshly ground black pepper, extra virgin olive oil, 3                                                                                                                                                                                                                    red onions                                                                                                                                                                , peeled and quartered, 565                                                                                                                                                                ml                                                                                                                                                                cranberry juice, 2                                                                                                                                                                                                                    butternut squash                                                                                                                                                                , quartered, 1                                                                                                                                                                small handful                                                                                                                                                                fresh coriander                                                                                                                                                                , leaves picked, 4                                                                                                                                                                                                                    spring onions                                                                                                                                                                , trimmed and finely sliced, 1                                                                                                                                                                                                                    lemon                                                                                                                                                                , juice of, 8                                                                                                                                                                tablespoons                                                                                                                                                                fat-free natural yoghurt","Preheat the oven to 190ºC/375ºF/gas 5., Lay out your shoulder of lamb. What you want to do is delicately flavour the meat, so pound up the coriander seeds with the rosemary and a pinch of salt in a pestle and mortar (or use a metal bowl and a rolling pin) until nice and fine. Take half this mixture and rub it over the inside of the lamb. Season it well with salt and pepper, then roll up the lamb and secure it with 4 or 5 pieces of string. The reason for doing this is to make the meat a consistent thickness – don't worry about doing it neatly, as long as it holds together it's fine., Put a high-sided roasting tray on the hob and brown the lamb on all sides in a little olive oil. Remove from the heat, allow the lamb to cool a little, then add the red onions to the tray. Lift up the lamb, stir the onions around to cover them in all the flavoursome juices, then sit the lamb back on top and cook in the preheated oven for around 2 hours, adding the cranberry juice after the first half an hour and turning the heat down to 170ºC/325ºF/gas 3., Turn the meat in its cooking juices when you can. By the end of the 2 hours you want the meat to be nice and crisp on the outside but really melt-in-your-mouth and tender. Sometimes the lamb may need a little longer, depending on the age of the animal. You'll also want enough juice left in the bottom of the tray to give everyone a nice spoonful – if it looks as if the liquid is going to cook away too quickly, add a little water and place a cartouche on top. Skim off any fat that cooks out of the meat., While the lamb is cooking, rub the butternut squash with the rest of the spice mix and a drizzle of olive oil. Lay it in another roasting tray, season well and put it in the oven when the lamb's been cooking for just over an hour. Cook for around 45 minutes, until sweet and tender., When the lamb's cooked, let it rest for 10 minutes, then remove the string. In a bowl mix together the coriander leaves, spring onions, lemon juice, 4 tablespoons of olive oil and seasoning. Toss together., To serve, divide the squash between your plates, cut up the lamb into irregular sized slices, spoon over some tray juices, and sprinkle on the herb salad. A dollop of yoghurt on top is lovely."
